논문 기관명,실제 기관명,상위 기관명,국가,ROR ID,논문 수,근거,검토 필요
,University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Artificial Intelligence, Uni- versity of Chinese Academy of Sciences, Beijing, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
University of Cincinnati,University of Cincinnati,,United States,01e3m7079,1,openalex,
Université Clermont Auvergne,University of Clermont Auvergne,,France,01a8ajp46,1,scopus-unconfirmed,
Universität zu Köln,University of Cologne,,Germany,00rcxh774,1,scopus+pdf,
University of Cologne,University of Cologne,,Germany,00rcxh774,1,scopus+pdf,
University of Cologne,University of Cologne,,Germany,00rcxh774,1,scopus+pdf,
"Department of Computer Science, University of Colorado, Boulder, CO, USA",University of Colorado,,United States,,1,scopus+pdf,
"Department of Applied Mathematics, University of Colorado",University of Colorado,,United States,,1,scopus+pdf,
"Department of Computer Science, and BioFrontiers Institute, University of Colorado, Boulder, CO 80309, USA",University of Colorado,,United States,,1,scopus+pdf,
"Department of Computer Science, University of Colorado, Boulder, CO 80309, USA",University of Colorado,,United States,,1,scopus+pdf,
University of Colorado Anschutz Medical Campus,University of Colorado Anschutz Medical Campus,,United States,03wmf1y16,1,openalex,
University of Colorado Anschutz Med- ical Campus,University of Colorado Anschutz Medical Campus,,United States,03wmf1y16,1,scopus+pdf,
"NSF National AI Institute for Student-AI Teaming, University of Colorado at Boulder",University of Colorado Boulder,,United States,02ttsq026,1,scopus+pdf,
"Department of Computer Science, University of Colorado Boulder",University of Colorado Boulder,,United States,02ttsq026,1,scopus+pdf,
"University of Colorado–Boulder, Boulder, CO, USA",University of Colorado Boulder,,United States,02ttsq026,1,scopus+pdf,
"Department of Applied Mathematics, University of Colorado Boulder, Street, Boulder, 610101, United States",University of Colorado Boulder,,United States,02ttsq026,1,scopus+pdf,
"Department of Computer Science, University of Colorado Boulder",University of Colorado Boulder,,United States,02ttsq026,1,scopus+pdf,
University of Colorado Cancer Center,University of Colorado Cancer Center,,United States,04cqn7d42,1,openalex,
University of Colorado System,University of Colorado System,,United States,00jc20583,1,openalex,
"School of Computing, University of Connecticut, Storrs, CT, USA",University of Connecticut,,United States,02der9h97,1,scopus+pdf,
"hComplexity Science Hub, Vienna, Austria; iISI Foundation, Torino, Italy; jThe Niels Bohr Institute, University of Copenhagen, Copenhagen, Denmark",University of Copenhagen,,Denmark,035b05819,1,scopus+pdf,
Wuhan University of Technology 4University of Copenhagen,University of Copenhagen,,Denmark,035b05819,1,scopus+pdf,
"Pioneer Centre for Artificial Intelligence, University of Copenhagen, Denmark",University of Copenhagen,,Denmark,035b05819,1,scopus+pdf,
Københavns Universitet,University of Copenhagen,,Denmark,035b05819,1,scopus+pdf,
"Center for Social Data Science, University of Copenhagen, Denmark",University of Copenhagen,,Denmark,035b05819,1,scopus+pdf,
"University of Copenhagen, Denmark",University of Copenhagen,,Denmark,035b05819,1,scopus+pdf,
"Department of Biology, University of Copenhagen",University of Copenhagen,,Denmark,035b05819,1,scopus+pdf,
"Section of Health Data Science & AI, Department of Public Health, University of Copenhagen, Copen- hagen, Denmark",University of Copenhagen,,Denmark,035b05819,1,scopus+pdf,
"Section of Health Data Science & AI, Department of Pub- lic Health, University of Copenhagen, Copenhagen, Denmark",University of Copenhagen,,Denmark,035b05819,1,scopus+pdf,
"Department of Computer Science, University of Copen- hagen, Copenhagen, Denmark",University of Copenhagen,,Denmark,035b05819,1,scopus+pdf,
"Department of Biology, University of Copenhagen",University of Copenhagen,,Denmark,035b05819,1,scopus+pdf,
University of Crete,University of Crete,,Greece,00dr28g20,1,openalex,
"Radiology, School of Medicine, University of Crete, Heraklion, Crete, Greece",University of Crete,,Greece,00dr28g20,1,scopus+pdf,
University of Cyprus,University of Cyprus,,Cyprus,02qjrjx09,1,openalex,
University of Delaware,University of Delaware,,United States,01sbq1a82,1,scopus+pdf,
"Department of Physics and Astronomy, University of Delaware, Newark, Delaware 19716, USA",University of Delaware,,United States,01sbq1a82,1,scopus+pdf,
University of Delaware,University of Delaware,,United States,01sbq1a82,1,scopus+pdf,
"Department of Materials Science and Engineering, University of Delaware, Newark, DE, USA",University of Delaware,,United States,01sbq1a82,1,scopus+pdf,
"University of Dhaka, Bangladesh",University of Dhaka,,Bangladesh,05wv2vq37,1,scopus+pdf,
University of Duhok,University of Duhok,,Iraq,02g07ds81,1,openalex,
"Herget-Rosenthal, Stefan University of Duisburg-Essen Germany 2 20 15.5",University of Duisburg-Essen Germany,,Germany,,1,pdf,
University of Dundee,University of Dundee,,United Kingdom,03h2bxq36,1,scopus+pdf,
"b Norwich Business School, University of East Anglia. Norwich Research Park, Norwich",University of East Anglia,,United Kingdom,026k5mg93,1,scopus+pdf,
University of East Anglia,University of East Anglia,,United Kingdom,026k5mg93,1,openalex,
Itä-Suomen yliopisto,University of Eastern Finland,,Finland,00cyydd11,1,scopus-unconfirmed,
Tongji University 4The University of Edinburgh 5Zhejiang University,University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
"The University of Edinburgh, UK",University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
"School of Informatics, The University of Edinburgh, UK",University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
University of Edinburgh,University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
University of Edinburgh,University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
"The University of Edinburgh, Edinburgh, UK",University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
The University of Edinburgh,University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
University of Edinburgh,University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
"University of Edinburgh, Edinburgh, UK",University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
"School of Informatics, University of Edinburgh, Ed- inburgh, United Kingdom",University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
"School of Informatics, University of Edin- burgh, Edinburgh, UK",University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
"School of Chemistry, College of Sci- ence and Engineering, University of Edinburgh",University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
University of Edinburgh,University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
"School of Informatics, University of Edinburgh, UK",University of Edinburgh,,United Kingdom,01nrxwf90,1,pdf,
"School of Informatics, The University of Edinburgh, EH8",University of Edinburgh,,United Kingdom,01nrxwf90,1,scopus+pdf,
University of Electronic Science and Technology of China3,University of Electronic Science and Technology of China,,China,04qr3zq92,1,scopus+pdf,
"University of Electronic Science and Technology of China, China",University of Electronic Science and Technology of China,,China,04qr3zq92,1,scopus+pdf,
"School of Information and Com- munication Engineering, University of Electronic Science and Technology of China, Chengdu 611731, China",University of Electronic Science and Technology of China,,China,04qr3zq92,1,scopus+pdf,
"School of Mechanical and Electrical Engineering, University of Electronic Science and Technology of China, Chengdu, 611731, Sichuan Province, China",University of Electronic Science and Technology of China,,China,04qr3zq92,1,scopus+pdf,
"University of Electronic Science and Technology of China, Chengdu, China",University of Electronic Science and Technology of China,,China,04qr3zq92,1,scopus+pdf,
University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,China,04qr3zq92,1,scopus+pdf,
"School of Information and Communication Engineer- ing,University of Electronic Science and Technology of China (UESTC), Chengdu, China",University of Electronic Science and Technology of China,,China,04qr3zq92,1,scopus+pdf,
"University of Electronic Science and Technology of China, Chengdu, China",University of Electronic Science and Technology of China,,China,04qr3zq92,1,scopus+pdf,
"School of Information and Communication Engineering, Uni- versity of Electronic Science and Technology of China (UESTC), Chengdu, China",University of Electronic Science and Technology of China,,China,04qr3zq92,1,scopus+pdf,
"Laboratory of Intelligent Collaborative Computing, University of Electronic Science and Technology of China (UESTC), Chengdu 611731, China",University of Electronic Science and Technology of China,,China,04qr3zq92,1,scopus+pdf,
University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,China,04qr3zq92,1,scopus+pdf,
"School of Life Science and Technology, University of Electronic Science and Technology of China, Chengdu, China",University of Electronic Science and Technology of China,,China,04qr3zq92,1,scopus+pdf,
"University of Engineering and Technology, Lahore, Pakistan",University of Engineering & Technology,,Peru,040gykh71,1,scopus+pdf,
Universität Erfurt,University of Erfurt,,Germany,03606hw36,1,scopus+pdf,
"School of Education, University of Exeter, UK",University of Exeter,,United Kingdom,03yghzc09,1,scopus+pdf,
"Living Systems Institute, University of Exeter, United King- dom",University of Exeter,,United Kingdom,03yghzc09,1,scopus+pdf,
"Living Systems Institute, University of Exeter, Exeter, EX4",University of Exeter,,United Kingdom,03yghzc09,1,scopus+pdf,
University of Exeter Business School,University of Exeter Business,,United Kingdom,,1,scopus-unconfirmed,
Universidad de Extremadura,University of Extremadura,,Spain,0174shg90,1,scopus-unconfirmed,
University of Ferrara,University of Ferrara,,Italy,041zkgm14,1,scopus-unconfirmed,
University of Finance and Economics,University of Finance and Economics,,Mongolia,005d8s603,1,scopus+pdf,
,University of Florence,,Italy,04jr1s763,1,scopus+pdf,
"University of Florida, USA",University of Florida,,United States,02y3ad647,1,scopus+pdf,
